ArXiv Id,Ground Truth ROR IDs,Extracted ROR IDs,Missing ROR IDs,Extra ROR IDs
2201.00096v1,"{'https://ror.org/014zrew76', 'https://ror.org/059et2b68'}","{'https://ror.org/04j8yhy50', 'https://ror.org/052gg0110'}","{'https://ror.org/014zrew76', 'https://ror.org/059et2b68'}","{'https://ror.org/04j8yhy50', 'https://ror.org/052gg0110'}"
2201.00097v1,{'https://ror.org/01b2av652'},set(),{'https://ror.org/01b2av652'},set()
2201.00098v1,"{'https://ror.org/03vek6s52', 'https://ror.org/05qzgry88'}",{'https://ror.org/03vek6s52'},{'https://ror.org/05qzgry88'},set()
2201.00099v1,{'https://ror.org/019wt1929'},"{'https://ror.org/019wt1929', 'https://ror.org/011w6k548'}",set(),{'https://ror.org/011w6k548'}
2201.00100v1,"{'https://ror.org/00a2xv884', 'https://ror.org/00zgdb249', 'https://ror.org/02zhqgq86', 'https://ror.org/036wvzt09', 'https://ror.org/0030zas98'}","{'https://ror.org/00a2xv884', 'https://ror.org/02zhqgq86', 'https://ror.org/02f0psx94', 'https://ror.org/036wvzt09', 'https://ror.org/0030zas98', 'https://ror.org/02n0ejh50'}",{'https://ror.org/00zgdb249'},"{'https://ror.org/02f0psx94', 'https://ror.org/02n0ejh50'}"
2201.00102v1,"{'https://ror.org/00ysfqy60', 'https://ror.org/00r9g7t11'}",{'https://ror.org/00ysfqy60'},{'https://ror.org/00r9g7t11'},set()
2201.00105v2,"{'https://ror.org/03xrrjk67', 'https://ror.org/051fvmk98', 'https://ror.org/00fbnyb24'}",{'https://ror.org/03xrrjk67'},"{'https://ror.org/051fvmk98', 'https://ror.org/00fbnyb24'}",set()
2201.00106v1,"{'https://ror.org/00f1zfq44', 'https://ror.org/02xvvvp28', 'https://ror.org/0530pts50', 'https://ror.org/034t30j35'}","{'https://ror.org/02xvvvp28', 'https://ror.org/034t30j35', 'https://ror.org/02jkmyk67', 'https://ror.org/00f1zfq44'}",{'https://ror.org/0530pts50'},{'https://ror.org/02jkmyk67'}
2201.00107v1,"{'https://ror.org/01dkjkq64', 'https://ror.org/03vs3wt56', 'https://ror.org/0530pts50', 'https://ror.org/01vy4gh70'}","{'https://ror.org/03y6m2j03', 'https://ror.org/01vy4gh70', 'https://ror.org/0530pts50'}","{'https://ror.org/01dkjkq64', 'https://ror.org/03vs3wt56'}",{'https://ror.org/03y6m2j03'}
2201.00109v2,"{'https://ror.org/02c4zkr79', 'https://ror.org/0576vga12', 'https://ror.org/0208vms90'}",{'https://ror.org/0576vga12'},"{'https://ror.org/02c4zkr79', 'https://ror.org/0208vms90'}",set()
2201.00110v1,"{'https://ror.org/04c4dkn09', 'https://ror.org/04rdtx186', 'https://ror.org/05t8y2r12', 'https://ror.org/034t30j35'}","{'https://ror.org/04c4dkn09', 'https://ror.org/013meh722'}","{'https://ror.org/04rdtx186', 'https://ror.org/05t8y2r12', 'https://ror.org/034t30j35'}",{'https://ror.org/013meh722'}
2201.00111v1,"{'https://ror.org/03efmqc40', 'https://ror.org/05s570m15'}",{'https://ror.org/03efmqc40'},{'https://ror.org/05s570m15'},set()
2201.00112v1,"{'https://ror.org/024mw5h28', 'https://ror.org/05x2bcf33'}",set(),"{'https://ror.org/024mw5h28', 'https://ror.org/05x2bcf33'}",set()
2201.00113v1,"{'https://ror.org/01db6h964', 'https://ror.org/05azws991', 'https://ror.org/02124dd11', 'https://ror.org/00saanr69'}","{'https://ror.org/01db6h964', 'https://ror.org/05azws991', 'https://ror.org/02124dd11'}",{'https://ror.org/00saanr69'},set()
2201.00114v1,{'https://ror.org/05hs6h993'},"{'https://ror.org/05hs6h993', 'https://ror.org/05hvrsg85'}",set(),{'https://ror.org/05hvrsg85'}
2201.00115v1,"{'https://ror.org/01ej9dk98', 'https://ror.org/02jqj7156'}","{'https://ror.org/02jqj7156', 'https://ror.org/01ej9dk98', 'https://ror.org/01mxx0e62'}",set(),{'https://ror.org/01mxx0e62'}
2201.00116v1,"{'https://ror.org/01db6h964', 'https://ror.org/05azws991', 'https://ror.org/05bqach95', 'https://ror.org/00saanr69', 'https://ror.org/02124dd11'}","{'https://ror.org/04twccc71', 'https://ror.org/01db6h964', 'https://ror.org/05azws991', 'https://ror.org/02124dd11'}","{'https://ror.org/05bqach95', 'https://ror.org/00saanr69'}",{'https://ror.org/04twccc71'}
2201.00117v1,{'https://ror.org/01ej9dk98'},"{'https://ror.org/01ej9dk98', 'https://ror.org/01mxx0e62'}",set(),{'https://ror.org/01mxx0e62'}
2201.00118v1,{'https://ror.org/03qn8fb07'},"{'https://ror.org/04ywhbc61', 'https://ror.org/059qgvg50'}",{'https://ror.org/03qn8fb07'},"{'https://ror.org/04ywhbc61', 'https://ror.org/059qgvg50'}"
2201.00119v1,"{'https://ror.org/00q2w1j53', 'https://ror.org/02egcpy68', 'https://ror.org/048xjjh50'}","{'https://ror.org/00q2w1j53', 'https://ror.org/02egcpy68'}",{'https://ror.org/048xjjh50'},set()
2201.00120v2,{'https://ror.org/0207yh398'},{'https://ror.org/013meh722'},{'https://ror.org/0207yh398'},{'https://ror.org/013meh722'}
2201.00121v1,"{'https://ror.org/01db6h964', 'https://ror.org/05azws991', 'https://ror.org/05d2kyx68', 'https://ror.org/00saanr69'}","{'https://ror.org/01db6h964', 'https://ror.org/05azws991', 'https://ror.org/05ap66461'}","{'https://ror.org/05d2kyx68', 'https://ror.org/00saanr69'}",{'https://ror.org/05ap66461'}
2201.00123v1,"{'https://ror.org/03grvy078', 'https://ror.org/01hy4qx27', 'https://ror.org/03hbp5t65'}","{'https://ror.org/03hbp5t65', 'https://ror.org/017zqws13'}","{'https://ror.org/01hy4qx27', 'https://ror.org/03grvy078'}",{'https://ror.org/017zqws13'}
2201.00124v1,{'https://ror.org/05a1qpv97'},{'https://ror.org/03zta4r50'},{'https://ror.org/05a1qpv97'},{'https://ror.org/03zta4r50'}
2201.00126v1,"{'https://ror.org/010gxg263', 'https://ror.org/01pxwe438', 'https://ror.org/002rjbv21'}",{'https://ror.org/01pxwe438'},"{'https://ror.org/010gxg263', 'https://ror.org/002rjbv21'}",set()
2201.00129v2,{'https://ror.org/03cve4549'},"{'https://ror.org/02etp1027', 'https://ror.org/03cve4549'}",set(),{'https://ror.org/02etp1027'}
2201.00130v1,"{'https://ror.org/01y64my43', 'https://ror.org/01q1z8k08'}",{'https://ror.org/01q1z8k08'},{'https://ror.org/01y64my43'},set()
2201.00131v1,"{'https://ror.org/01aff2v68', 'https://ror.org/01y9bpm73', 'https://ror.org/01qdav448'}","{'https://ror.org/01qdav448', 'https://ror.org/01aff2v68'}",{'https://ror.org/01y9bpm73'},set()
2201.00132v1,set(),{'https://ror.org/01mxx0e62'},set(),{'https://ror.org/01mxx0e62'}
2201.00133v1,"{'https://ror.org/00zdnkx70', 'https://ror.org/00097mb19', 'https://ror.org/057zh3y96', 'https://ror.org/05bqach95', 'https://ror.org/048rj2z13', 'https://ror.org/01sjwvz98'}","{'https://ror.org/05bqach95', 'https://ror.org/00097mb19'}","{'https://ror.org/048rj2z13', 'https://ror.org/057zh3y96', 'https://ror.org/01sjwvz98', 'https://ror.org/00zdnkx70'}",set()
2201.00134v1,"{'https://ror.org/05qrfxd25', 'https://ror.org/05gba0366', 'https://ror.org/02j8pe645', 'https://ror.org/03q92e557'}",{'https://ror.org/05gbyky62'},"{'https://ror.org/03q92e557', 'https://ror.org/05gba0366', 'https://ror.org/02j8pe645', 'https://ror.org/05qrfxd25'}",{'https://ror.org/05gbyky62'}
2201.00135v1,"{'https://ror.org/030sjb889', 'https://ror.org/01defpn95', 'https://ror.org/02qyf5152', 'https://ror.org/02v7trd43'}","{'https://ror.org/05g1zjw44', 'https://ror.org/04zp24820', 'https://ror.org/02v7trd43'}","{'https://ror.org/030sjb889', 'https://ror.org/01defpn95', 'https://ror.org/02qyf5152'}","{'https://ror.org/05g1zjw44', 'https://ror.org/04zp24820'}"
2201.00136v1,"{'https://ror.org/046rm7j60', 'https://ror.org/00pjdza24'}","{'https://ror.org/046rm7j60', 'https://ror.org/02eb0rk31', 'https://ror.org/00pjdza24'}",set(),{'https://ror.org/02eb0rk31'}
2201.00137v1,{'https://ror.org/02zhqgq86'},"{'https://ror.org/00t33hh48', 'https://ror.org/02zhqgq86'}",set(),{'https://ror.org/00t33hh48'}
2201.00140v1,{'https://ror.org/05969hq41'},{'https://ror.org/05vt9qd57'},{'https://ror.org/05969hq41'},{'https://ror.org/05vt9qd57'}
2201.00142v1,"{'https://ror.org/02kkvpp62', 'https://ror.org/03vfp4g33'}","{'https://ror.org/02kn6nx58', 'https://ror.org/0112mx960', 'https://ror.org/05nxk6n24'}","{'https://ror.org/02kkvpp62', 'https://ror.org/03vfp4g33'}","{'https://ror.org/02kn6nx58', 'https://ror.org/0112mx960', 'https://ror.org/05nxk6n24'}"
2201.00143v1,"{'https://ror.org/05qbk4x57', 'https://ror.org/0040axw97', 'https://ror.org/00p991c53', 'https://ror.org/034t30j35'}","{'https://ror.org/05qbk4x57', 'https://ror.org/034t30j35', 'https://ror.org/02jkmyk67', 'https://ror.org/0040axw97', 'https://ror.org/00p991c53'}",set(),{'https://ror.org/02jkmyk67'}
2201.00144v1,{'https://ror.org/019wvm592'},"{'https://ror.org/019wvm592', 'https://ror.org/05mmh0f86'}",set(),{'https://ror.org/05mmh0f86'}
2201.00146v1,{'https://ror.org/01mkqqe32'},set(),{'https://ror.org/01mkqqe32'},set()
2201.00148v1,{'https://ror.org/05d2yfz11'},{'https://ror.org/04tgdfs98'},{'https://ror.org/05d2yfz11'},{'https://ror.org/04tgdfs98'}
2201.00153v1,"{'https://ror.org/05qrfxd25', 'https://ror.org/030h9s280', 'https://ror.org/052gg0110'}","{'https://ror.org/03zeg8w71', 'https://ror.org/052gg0110'}","{'https://ror.org/030h9s280', 'https://ror.org/05qrfxd25'}",{'https://ror.org/03zeg8w71'}
2201.00154v3,"{'https://ror.org/03zmrmn05', 'https://ror.org/013q1eq08'}",{'https://ror.org/01rkhv978'},"{'https://ror.org/03zmrmn05', 'https://ror.org/013q1eq08'}",{'https://ror.org/01rkhv978'}
2201.00156v1,"{'https://ror.org/05qbk4x57', 'https://ror.org/04ypx8c21', 'https://ror.org/01rp41m56', 'https://ror.org/02xtbq882', 'https://ror.org/034t30j35', 'https://ror.org/037b1pp87'}","{'https://ror.org/05qbk4x57', 'https://ror.org/04ypx8c21', 'https://ror.org/01rp41m56', 'https://ror.org/02xtbq882', 'https://ror.org/034t30j35', 'https://ror.org/030ym6p85', 'https://ror.org/037b1pp87'}",set(),{'https://ror.org/030ym6p85'}
2201.00157v2,"{'https://ror.org/017wcm924', 'https://ror.org/04kwvgz42', 'https://ror.org/01zkghx44', 'https://ror.org/01hcx6992'}",{'https://ror.org/05a28rw58'},"{'https://ror.org/017wcm924', 'https://ror.org/04kwvgz42', 'https://ror.org/01zkghx44', 'https://ror.org/01hcx6992'}",{'https://ror.org/05a28rw58'}
2201.00159v1,"{'https://ror.org/00wjc7c48', 'https://ror.org/00s409261'}",{'https://ror.org/00hx57361'},"{'https://ror.org/00wjc7c48', 'https://ror.org/00s409261'}",{'https://ror.org/00hx57361'}
2201.00163v1,"{'https://ror.org/00xm3h672', 'https://ror.org/02j7n9748', 'https://ror.org/03qbxj466', 'https://ror.org/03sbpja79', 'https://ror.org/05d80e146', 'https://ror.org/02hstj355'}","{'https://ror.org/02hstj355', 'https://ror.org/00t9vx427'}","{'https://ror.org/00xm3h672', 'https://ror.org/02j7n9748', 'https://ror.org/03qbxj466', 'https://ror.org/03sbpja79', 'https://ror.org/05d80e146'}",{'https://ror.org/00t9vx427'}
2201.00166v1,"{'https://ror.org/02pq29p90', 'https://ror.org/025e3ct30', 'https://ror.org/005ta0471', 'https://ror.org/03a64bh57', 'https://ror.org/02k1zhm92'}","{'https://ror.org/03a64bh57', 'https://ror.org/02k1zhm92'}","{'https://ror.org/02pq29p90', 'https://ror.org/025e3ct30', 'https://ror.org/005ta0471'}",set()
2201.00167v1,"{'https://ror.org/04sr5ys16', 'https://ror.org/01ythxj32', 'https://ror.org/00py81415', 'https://ror.org/033vjfk17'}","{'https://ror.org/04sr5ys16', 'https://ror.org/033vjfk17'}","{'https://ror.org/00py81415', 'https://ror.org/01ythxj32'}",set()
2201.00168v1,{'https://ror.org/041qf4r12'},"{'https://ror.org/02em1tr51', 'https://ror.org/041qf4r12'}",set(),{'https://ror.org/02em1tr51'}
2201.00170v2,"{'https://ror.org/00n7gwn90', 'https://ror.org/00s19x989', 'https://ror.org/03xjwb503', 'https://ror.org/019tcpt25', 'https://ror.org/02feahw73', 'https://ror.org/048d5xq24', 'https://ror.org/00hx6zz33'}",{'https://ror.org/02feahw73'},"{'https://ror.org/00n7gwn90', 'https://ror.org/00s19x989', 'https://ror.org/03xjwb503', 'https://ror.org/019tcpt25', 'https://ror.org/048d5xq24', 'https://ror.org/00hx6zz33'}",set()
2201.00171v1,{'https://ror.org/041qf4r12'},"{'https://ror.org/02em1tr51', 'https://ror.org/041qf4r12'}",set(),{'https://ror.org/02em1tr51'}
2201.00173v1,"{'https://ror.org/0034eay46', 'https://ror.org/02feahw73', 'https://ror.org/043htjv09', 'https://ror.org/01f5ytq51'}",{'https://ror.org/00hx57361'},"{'https://ror.org/043htjv09', 'https://ror.org/0034eay46', 'https://ror.org/02feahw73', 'https://ror.org/01f5ytq51'}",{'https://ror.org/00hx57361'}
2201.00174v1,"{'https://ror.org/05sxf4h28', 'https://ror.org/03nf36p02'}",{'https://ror.org/02e246391'},"{'https://ror.org/05sxf4h28', 'https://ror.org/03nf36p02'}",{'https://ror.org/02e246391'}
2201.00176v1,"{'https://ror.org/0524sp257', 'https://ror.org/01tm6cn81', 'https://ror.org/040wg7k59'}","{'https://ror.org/05ttdgs63', 'https://ror.org/040wg7k59', 'https://ror.org/01tm6cn81'}",{'https://ror.org/0524sp257'},{'https://ror.org/05ttdgs63'}
2201.00180v1,"{'https://ror.org/05m7pjf47', 'https://ror.org/00shsf120', 'https://ror.org/05e74xb87'}","{'https://ror.org/05m7pjf47', 'https://ror.org/05e74xb87'}",{'https://ror.org/00shsf120'},set()
2201.00183v2,"{'https://ror.org/04cw6st05', 'https://ror.org/0090zs177'}","{'https://ror.org/00hx57361', 'https://ror.org/0090zs177'}",{'https://ror.org/04cw6st05'},{'https://ror.org/00hx57361'}
2201.00185v2,{'https://ror.org/03sk8zw22'},{'https://ror.org/016xsfp80'},{'https://ror.org/03sk8zw22'},{'https://ror.org/016xsfp80'}
2201.00186v2,{'https://ror.org/03sk8zw22'},{'https://ror.org/016xsfp80'},{'https://ror.org/03sk8zw22'},{'https://ror.org/016xsfp80'}
2201.00189v2,"{'https://ror.org/0537cvg39', 'https://ror.org/052r2xn60'}",set(),"{'https://ror.org/0537cvg39', 'https://ror.org/052r2xn60'}",set()
2201.00195v1,"{'https://ror.org/01hhn8329', 'https://ror.org/05mjrzy91', 'https://ror.org/03rth4p18', 'https://ror.org/00rydyx93', 'https://ror.org/01fvx3s14', 'https://ror.org/02feahw73', 'https://ror.org/00ks66431', 'https://ror.org/04b0z7q78', 'https://ror.org/00rqy9422', 'https://ror.org/01rk35k63'}","{'https://ror.org/02feahw73', 'https://ror.org/00ks66431', 'https://ror.org/00rqy9422', 'https://ror.org/01fvx3s14'}","{'https://ror.org/01hhn8329', 'https://ror.org/05mjrzy91', 'https://ror.org/03rth4p18', 'https://ror.org/00rydyx93', 'https://ror.org/04b0z7q78', 'https://ror.org/01rk35k63'}",set()
2201.00196v1,"{'https://ror.org/05hy3tk52', 'https://ror.org/00jjx8s55', 'https://ror.org/05q3vnk25', 'https://ror.org/03xjwb503', 'https://ror.org/04h1h0y33', 'https://ror.org/02haar591', 'https://ror.org/05f82e368', 'https://ror.org/02feahw73', 'https://ror.org/006shqv80', 'https://ror.org/0268ecp52', 'https://ror.org/04kdfz702', 'https://ror.org/01q76b368', 'https://ror.org/05ggc9x40', 'https://ror.org/042tfbd02'}",{'https://ror.org/02feahw73'},"{'https://ror.org/05hy3tk52', 'https://ror.org/00jjx8s55', 'https://ror.org/05q3vnk25', 'https://ror.org/03xjwb503', 'https://ror.org/04h1h0y33', 'https://ror.org/02haar591', 'https://ror.org/05f82e368', 'https://ror.org/006shqv80', 'https://ror.org/0268ecp52', 'https://ror.org/04kdfz702', 'https://ror.org/01q76b368', 'https://ror.org/05ggc9x40', 'https://ror.org/042tfbd02'}",set()
2201.00197v3,"{'https://ror.org/02jx3x895', 'https://ror.org/04cw6st05'}",set(),"{'https://ror.org/02jx3x895', 'https://ror.org/04cw6st05'}",set()
2201.00198v3,{'https://ror.org/04c4dkn09'},{'https://ror.org/04dkp9463'},{'https://ror.org/04c4dkn09'},{'https://ror.org/04dkp9463'}
2201.00200v1,"{'https://ror.org/04kdfz702', 'https://ror.org/029brtt94', 'https://ror.org/0084x3h80', 'https://ror.org/02feahw73', 'https://ror.org/03qt6ba18', 'https://ror.org/017wcm924', 'https://ror.org/04zmssz18', 'https://ror.org/01rk35k63', 'https://ror.org/01a77tt86', 'https://ror.org/03yghzc09'}","{'https://ror.org/02feahw73', 'https://ror.org/03qt6ba18', 'https://ror.org/01a77tt86', 'https://ror.org/03yghzc09'}","{'https://ror.org/029brtt94', 'https://ror.org/017wcm924', 'https://ror.org/0084x3h80', 'https://ror.org/04kdfz702', 'https://ror.org/04zmssz18', 'https://ror.org/01rk35k63'}",set()
2201.00202v1,"{'https://ror.org/02r2k1c68', 'https://ror.org/030sjb889', 'https://ror.org/01hhf7w52', 'https://ror.org/01ggx4157'}","{'https://ror.org/02r2k1c68', 'https://ror.org/01hhf7w52'}","{'https://ror.org/030sjb889', 'https://ror.org/01ggx4157'}",set()
2201.00203v1,"{'https://ror.org/006pyvd89', 'https://ror.org/0161xgx34', 'https://ror.org/03c4mmv16', 'https://ror.org/02qtvee93', 'https://ror.org/03enmdz06'}","{'https://ror.org/02qtvee93', 'https://ror.org/03c4mmv16', 'https://ror.org/03enmdz06'}","{'https://ror.org/006pyvd89', 'https://ror.org/0161xgx34'}",set()
2201.00207v2,"{'https://ror.org/04c4dkn09', 'https://ror.org/0090r4d87', 'https://ror.org/034t30j35'}",{'https://ror.org/0090r4d87'},"{'https://ror.org/04c4dkn09', 'https://ror.org/034t30j35'}",set()
2201.00208v2,"{'https://ror.org/00y0zf565', 'https://ror.org/040c17130', 'https://ror.org/02xf7p935'}","{'https://ror.org/00y0zf565', 'https://ror.org/02xf7p935', 'https://ror.org/040c17130', 'https://ror.org/013meh722'}",set(),{'https://ror.org/013meh722'}
2201.00210v1,"{'https://ror.org/02s6gs133', 'https://ror.org/02n96ep67', 'https://ror.org/00p991c53', 'https://ror.org/034t30j35'}","{'https://ror.org/034t30j35', 'https://ror.org/00p991c53', 'https://ror.org/02n96ep67'}",{'https://ror.org/02s6gs133'},set()
2201.00211v1,"{'https://ror.org/04tavf782', 'https://ror.org/013meh722', 'https://ror.org/022k4wk35', 'https://ror.org/02n96ep67'}","{'https://ror.org/013meh722', 'https://ror.org/022k4wk35', 'https://ror.org/02n96ep67'}",{'https://ror.org/04tavf782'},set()
2201.00213v1,"{'https://ror.org/05hy3tk52', 'https://ror.org/04kdfz702', 'https://ror.org/00jjx8s55', 'https://ror.org/05q3vnk25', 'https://ror.org/03xjwb503', 'https://ror.org/04h1h0y33', 'https://ror.org/02haar591', 'https://ror.org/05f82e368', 'https://ror.org/02feahw73', 'https://ror.org/006shqv80', 'https://ror.org/0268ecp52', 'https://ror.org/05ggc9x40', 'https://ror.org/01q76b368', 'https://ror.org/042tfbd02'}",{'https://ror.org/02feahw73'},"{'https://ror.org/05hy3tk52', 'https://ror.org/04kdfz702', 'https://ror.org/00jjx8s55', 'https://ror.org/05q3vnk25', 'https://ror.org/03xjwb503', 'https://ror.org/04h1h0y33', 'https://ror.org/02haar591', 'https://ror.org/05f82e368', 'https://ror.org/006shqv80', 'https://ror.org/0268ecp52', 'https://ror.org/05ggc9x40', 'https://ror.org/01q76b368', 'https://ror.org/042tfbd02'}",set()
2201.00215v1,"{'https://ror.org/01hy4qx27', 'https://ror.org/03grvy078', 'https://ror.org/04p491231'}","{'https://ror.org/017zqws13', 'https://ror.org/04p491231'}","{'https://ror.org/01hy4qx27', 'https://ror.org/03grvy078'}",{'https://ror.org/017zqws13'}
2201.00217v1,"{'https://ror.org/05p8z3f47', 'https://ror.org/01zkghx44', 'https://ror.org/02zdkmf61', 'https://ror.org/02zhqgq86', 'https://ror.org/017wcm924'}","{'https://ror.org/0145fw131', 'https://ror.org/01zkghx44'}","{'https://ror.org/017wcm924', 'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61', 'https://ror.org/02zhqgq86'}",{'https://ror.org/0145fw131'}
2201.00219v1,"{'https://ror.org/02nk5bh05', 'https://ror.org/00je4t102'}",{'https://ror.org/00je4t102'},{'https://ror.org/02nk5bh05'},set()
2201.00221v2,"{'https://ror.org/04387x656', 'https://ror.org/019tgvf94', 'https://ror.org/048tbm396', 'https://ror.org/02kvxyf05'}",set(),"{'https://ror.org/04387x656', 'https://ror.org/019tgvf94', 'https://ror.org/048tbm396', 'https://ror.org/02kvxyf05'}",set()
2201.00222v1,{'https://ror.org/00jmfr291'},{'https://ror.org/02a61j498'},{'https://ror.org/00jmfr291'},{'https://ror.org/02a61j498'}
2201.00224v2,"{'https://ror.org/01k6vxj52', 'https://ror.org/04yqw9c44'}",{'https://ror.org/04yqw9c44'},{'https://ror.org/01k6vxj52'},set()
2201.00225v1,"{'https://ror.org/01n78t774', 'https://ror.org/01dr6c206', 'https://ror.org/039bjqg32'}","{'https://ror.org/039bjqg32', 'https://ror.org/01dr6c206'}",{'https://ror.org/01n78t774'},set()
2201.00227v1,"{'https://ror.org/02558wk32', 'https://ror.org/00g6ka752'}","{'https://ror.org/00bvysh61', 'https://ror.org/00g6ka752', 'https://ror.org/01kzn7k21'}",{'https://ror.org/02558wk32'},"{'https://ror.org/00bvysh61', 'https://ror.org/01kzn7k21'}"
2201.00228v2,"{'https://ror.org/03qxff017', 'https://ror.org/00hj8s172'}",{'https://ror.org/00hj8s172'},{'https://ror.org/03qxff017'},set()
2201.00229v1,"{'https://ror.org/02t274463', 'https://ror.org/0190ak572', 'https://ror.org/00pjdza24'}","{'https://ror.org/02t274463', 'https://ror.org/0190ak572', 'https://ror.org/00pjdza24', 'https://ror.org/047z4n946'}",set(),{'https://ror.org/047z4n946'}
2201.00230v1,"{'https://ror.org/017wcm924', 'https://ror.org/02x2v6p15', 'https://ror.org/01zkghx44', 'https://ror.org/0561n6946'}","{'https://ror.org/0561n6946', 'https://ror.org/02x2v6p15', 'https://ror.org/01zkghx44'}",{'https://ror.org/017wcm924'},set()
